,message,label
468,@vxerocomunista @POZI1972 @Tomillar63 @Nothingislittle @ACV___ @Ytak___ @QuijoteNordeste @Crateroccator @SergioCastilln2 @MarcKlein_ @Jordi_Ferrer @moralanova @FerranAntaquera @RAGAFO1 @santsfree @SanchisEduart84 @ConqueridorI @andarellabcn @mestel9 @teuavlc @PeiBasque @vlc_JI @Juanma_Saez @Empezando51 @AbdonMesado @RBerenguerIII @Eskualdunak @CamposDeHierva @oscarignaciolu2 @dnicatala @Rubn85796025 @franxo45409610 @PositivaPersona @toniolet13 @jaime_martin1 @JosepNada @Fran62654601 @Ghandi1964 @PapaTeLoExplica @TomasPrez @marianpy1 @ceusyvenus @Sigamos1 @LuisCastell12 @Fouche_1793 @ROBOToni @RamonPonsD @lovenjaire @Ricard36385987 @dnai_ Donde sea ¿Tu no te pones nunca en una terraza y te pones a hablar cn cualquiera q se te sienta al lado d cualquier tontería? Aunque no lo conozcas d nada Los únicos q no entendían nada eran los pakis y los chinos.,non-racist
469,"¡Trágico!, en un día reporta Salud 42 decesos por #Covid en #Oaxaca",non-racist
470,@ArcoKarmen Hola Carmen. Puedes escribir a prensa@caminandofronteras.org para que te facilitemos la información. ¡Gracias!,non-racist
471,"Mientras #Marruecos fortalece su #Ejército siempre que puede, el PSOE lo debilita. ...Mientras, #Canarias sigue recibiendo #inmigrantes económicos #Ilegales , (entre los cuales quién sabe si del ejército marroquí o yihadistas) con el dinero del contribuyente. Ver para creer.",racist
472,Madrid. Detenidos dos 'ex menas' por okupar un coche en la Casa de Campo y robar en su interior,racist
473,"@lopnierub @ElHuffPost En definitiva, VOX está a favor de inmigrantes que respeten la ley y vengan a trabajar y en contra de los que se saltan la ley y vienen a cobrar subvenciones.",racist
474,El twuitter me dejó sin mis últimas publicaciones. No tienen caso .decís lo que ellos no quieren y te demuestran que son judíos y no tienen solución.,non-racist
475,@T13 Vallan se a Perú argentina ya estamos chatos con tanto migrante que vienen a robar y matar todos los días en chile mueren 3o4 personas a balazos y antes con cuea un puntazo no más inmigrantes,racist
476,"En 1922, en Belén vivían 5.838 cristianos, 818 musulmanes y 2 judíos. En 1967, Belén tenía 7.790 musulmanes y 6.231 cristianos, no había ningún judío. Desde que en 1995 la ciudad pasó a ser administrada por la ANP, la proporción de cristianos ha ido disminuyendo progresivamente.",non-racist
477,➡️Hospitales saturados y sanitarios sin medios. 👉Mientras en nuestras costas... ➡️Barra libre para la inmigración ilegal. 👉Mientras nuestro gobierno... ➡️Ministerios chiringuitos💰que incitan odio al ROSA. Y ASÍ TODO‼️ #StopInmigraciónIlegal #FeminismoInútil #LaÑEstáEnPeligro,racist
478,@Hvergaracohn @VeronicaWelkner Que va a saber la izquierda si lo único que ve son matinales progres y el medio de Alejandra Matus... Ellos no saben lo de las violaciones en manada que sufre Europa por parte de magrebíes,racist
479,"📍Las Raíces, TENERIFE. 💰Millones de € de nuestros bolsillos en plena crisis, para mantener a esta lacra de delincuentes que no quieren en su país. ➡️ Ni una sola mujer, ancian@, niñ@s pequeños, solo hombres... #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña",racist
480,"@MeerRocio Si Jorge Javier tiene razón… Hay mucha más inseguridad ahora que antes. Lo que pasa es que no acierta cuando señala al culpable, que es la inmigración ilegal. Los Menas dan miedo, prefiero mucho antes cruzarme a Ayuso en un callejón oscuro que a un grupo de magrebies.",racist
481,"@esp_soc Aguante Armenia, eres un ejemplo de resilencia y amor. Los musulmanes asesinos no te venceran jamas...",non-racist
482,@controladores Inmigrantes ilegales paralizan el aeropuerto de Palma al huir de un avión marroquí,racist
483,"@DerechasD Si ser racista es defender lo nuestro,nuestras familias y nuestra patria,si soy racista y facha,no quiero magrebíes en mi tierra,ni ilegales, ni delincuentes que promuevan al terrorismo ni a la independencia",racist
484,@cuatroaldia @Todoesverdadtv @cuatro @PratSandberg mamaderas: Detenidos en Alicante dos magrebíes miembros de una violenta banda que ‘reventaba’ viviendas,racist
485,"""Perdimos el hambre de conocer y preferimos refugiarnos en paisajes conocidos. Turistas temerosos guiados por un capitalismo voraz que reproduce escenarios idénticos en todas las partes del mundo"". 🎧 ""Arte: en busca del paraíso perdido""",non-racist
486,"@Mercadona Que sepan que ir a comprar al establecimiento en la calle Lopez de Hoyos de Madrid, es un peligro ya que esta rodeado por Menas delincuentes y violadores!Pongan seguridad y NO LE PERMITAN LA ENTRADA A ESTOS DELINCUENTES!!! NO SE LVEN LAS MANOS!!!",racist
487,"Siempre son los mismos: los #NuevosVotantesSocialistas , delincuentes magrebíes con paguita, traídos por los rojos 🤬",racist
488,"@VictoriaCF @JuanJoseAvalo1 @edelvallerod Lo dice muy claro ""la MONADA ESA de la cruz roja ayudar a los MAGREBÍES que vienen muy mal"". Habla de todos los magrebíes (referència a los que vinieron en mayo sin distingir delincuentes) y denigra a la chica. Pero claro, l@s racistas y machistas de mierda de v🤮x os blanqueáis.",non-racist
489,"@milkots Vos mismo lo dijiste, mitóman. Ruski viene de ""ruso"", así nos llaman a los judíos en latinoamérica. Los ucranianos no son rusos,",non-racist
490,#LevantandoEspañaConVox #LevantandoEspaña #TeamVox ¿Han santificado ya a Joe Biden? a través de @ElDiestro_,non-racist
491,"¿QUÉ HACEN LA HEZQUIERDA Y LOS MEDIOS CÓMPLICES ANTE ESTOS HECHOS QUE ESTÁN SIENDO MUY FRECUENTES? Y LAS #Feministas, ¿QUÉ HACEN CON ESTAS AGRESIONES DE INVASORES DELINCUENTES? #gobiernosocialdelincuente #inmigrantes #delincuentes #bienvenidosabordo",racist
492,¡Hola @SaludMadrid! Tenemos a una persona que ha estado en contacto #DIRECTO con un positivo 🔴 CONFIRMADO de #COVID19 y no consigue que le hagan el PCR. ¿Esto es normal? Gracias. Cc @sanidadgob,non-racist
493,📌 Ceuta comunica 53 casos en 24 horas y dos fallecidos por ##Covid_19 📌 Murcia informa de 903 nuevos contagios y 11 fallecidos en un día.,non-racist
494,Solo hoy cinco magrebíes detenidos por estar planeando atentados y otros dos por violar a una mujer en Valencia. Eso que sepamos,racist
495,"@pdazan Porque a diario entran inmigrantes ilegales por colchane, sin ningún control, creo que no está entarda de cómo están en la región.",racist
496,Cuando los agresores son magrebís la agresión no es homófoba.,racist
497,"ESTOS NO CONTAGIAN Andalucía supera la barrera de los 10.000 ilegales en mitad de una avalancha de pateras en Almería, Málaga y Granada.",racist
498,@Francis98204014 Ahí al menos saben que están seguras y no van a venir un banda de menas a darles una paliza. Con dos neuronas.,racist
499,#NewtralData | El 17 de julio Cantabria fue la comunidad que más población ganó respecto a los que pasaron la noche en otro territorio mientras que la Comunidad de Madrid fue la que perdió más habitantes. Más información en este mapa 👇,non-racist
500,🤣🤣🤣🤣🤣Que Buena Dupla de #Karen y #Pinilla sobre todo mauricio con ese enterito le queda un poco apretado 🤣🤣👏👏🌈🌈me encantan muy buen panorama de tv en dia sabado 👏🤣🌈👍😍🤡🎪🎪 #ZonaDeEncuentrosEnTVN,non-racist
501,Los vecinos de Gran Canaria graban peleas y allanamientos por parte de los ilegales de los campamentos,non-racist
502,🎉 Nuestra cofundadora @cjimenezcruz ha sido preseleccionada para recibir el premio mundial “One Young” a periodista joven del año #OYW,non-racist
503,"Hoy literal comi en lo q va del día dos empanadas, media hamburguesa de mc y dos panchitos. La joven con mayor consciencia alimentaria.",non-racist
504,"PSOE, PP y VOX, junto a los principales medios del país tapando como pueden el irresistible olor a podredumbre de las cloacas del estado.",non-racist
505,"@pablocasado_ Apoyar? En serio? 50 días sin dinero, crees que quieren visitas o soluciones! Les dan dinero a los menas y no a ellos! Esto es una broma o que!",racist
506,"Raquel Pope y Pablo de la radio comunitaria Sudacas de Trelew Chubut: ""El agua vale más que el oro"" @rebeldeam740",non-racist
507,@cuevas_dawson Cripto judíos con DNI español,non-racist
508,📌Tienen bien aprendida la lección 👇 LOS ESPAÑOLES SON TONTOS y nos mantienen. ☝️Una muestra más de que vienen a integrarse🤬 🚙Mercedes de paguita o de droguita? 🤔 #LaÑEstáEnPeligro,racist
509,Ortega Smith: «La violencia tiene una causa directa con la entrada masiva de inmigración ilegal»,non-racist
510,"@Alvisepf @policia No falla nunca ... magrebíes, con antecedentes penales y libres en nuestras calles siempre! ¿Cuál es la intención, a dónde quiere llegar éste gobierno? ¿Porqué traen a ésta basura, expulsada de sus países por delincuentes, a nuestro país? 😠",racist
511,"@Talashkam @RosaGeek Cuatro magrebíes, agreden sexualmente a una mujer en el portal de su vivienda mientras paseaba a su perro, en Mataró. La policía guarda silencio en la nacionalidad de los violadores, pero la fuente de la noticia lo confirma...@es_INE.",racist
512,Me cago en los gitanos habidos y por haber. Deberían tener prohibido el acceso al metro la hostia,non-racist
513,@Abellcymeg Zowl Sos un boludo enorme No todos los gitanos son ladrones,non-racist
514,"Jacques Jomier (1914-2008), dominico, “Un cristiano lee el Corán”, “La Biblia y el Corán” escribe la introducción. En ésta intenta presentar un balance, que también harían los musulmanes reformistas,",non-racist
515,@JavierC87190538 @AATEOSBTA Entonces ellos no son musulmanes toma te mostrare quienes son los verdaderos musulmanes creyentes toma así describe el creador del Universo los verdaderos creyentes en en capítulo de los creyentes toma léelo tú mismo⤵️⤵️,non-racist
516,"#lanoche24h Los colectivos #LGBT #LGTBI , menas e inmigrantes son para el fascismo del siglo XXI lo que los Judíos fue para el nazismo en el siglo XX. #5julio",racist
517,"@Harald_Blatand @FabioEscote @Chamovies @deibensonjgv @dyvert13 No te viste que en Youtube a cada rato ponen propaganda de árabes, y en Instagram me salían de Islam, ahora con el éxodo, esperemos que los que migraron no estén tocados del coco🥥",non-racist
518,"@Santi_ABASCAL Gobierno 👉 cómplice de la invasión con premeditación y alevosía. Traidores y maltratadores sexuales, puesto que lanzan estas alimañas con ""su cultura"" a violar, agredir y asesinar. 45 detenidos en altercados Barcelona, 45 magrebíes.",racist
519,"La Junta de Andalucía advierte: ""Si seguimos así, habrá toque de queda""",non-racist
520,"🗣️Este año llevamos más de 30.000 mil entradas ilegales, casi todos HOMBRES, MACHISTAS y muy probablemente DELINCUENTES. 📌Mientras, en el ministerio de IGUALDAD se siguen FROTANDO las MANOS al grito de 👇 ‼️Larga vida a los CHIRINGUITOS‼️ #LaÑEstáEnPeligro",racist
521,"Es un chico de una familia muy conocida de Valencia. 16 años, un tiarrón de 1,90 que nada pudo hacer contra un grupo de MENAS delincuentes. Esperaron a que se separase de sus amigos para atacarle por la espalda. Le robaron y se ensañaron con él en el suelo destrozándole la cara.",racist
522,"@adryR49109310 @MaraJos19539414 @Santi_ABASCAL No se equivoqué, Smith el boina ""Rosa"" Odiando los gays, Olona, las menas, Monasterio pestes de lo inmigrantes del color que sean, Abascal el de polipiel, solo cazar y todos, España en blanco y negro!! Los españoles no queremos eso!!",non-racist
