|Unnamed: 0|message|label
464|464|primeros moros que me encuentro en mi pueblo m siento bendecida|non-racist
465|465|que viva Venezuela que viva la revolución bolivariana que viva nicolas maduro moros primitivo cedeño gobernador de portuguesa|non-racist
466|466|todos mis moots latinos livetweeting y yo sin saber que esta pasando huh-|non-racist
467|467|todos todos los artistas vienen a la mayoría de países latinos y menos a perú, sale suici amigaaas?|racist
468|468|voy a ir a quemar la Moncloa como perdamos esos territorios por parte de menas de 13 años.|racist
469|469|"|| Esos gringos... A ver... Muéstrenme su nacionalidad, su águila tatuada en los brazos, a ver ¿Dónde esta su odio a los latinos?"|non-racist
470|470|¡ADIÓS! @clubucv 🟠 despidió a Yorleys Mena 🇨🇴 con una camiseta con el número de goles que anotó (2⃣8⃣) con los 'Poetas'. El delantero ⚽️🔥 continuará su carrera en los Emiratos Árabes 🇦🇪. #LIGA1BETSSONXGOLPERU #AlientaDesdeCasa 📸 @clubucv|racist
471|471|¡Hola @SaludMadrid! Tenemos a una persona que ha estado en contacto #DIRECTO con un positivo 🔴 CONFIRMADO de #COVID19 y no consigue que le hagan el PCR. ¿Esto es normal? Gracias. Cc @sanidadgob|non-racist
472|472|"¡INCREÍBLE!|📣😱 ¡Asombroso! John Hollis puede ser la clave para una mejor vacuna contra el #Covid-19 👇🏻"|non-racist
473|473|¡Trágico!, en un día reporta Salud 42 decesos por #Covid en #Oaxaca|non-racist
474|474|¿Han visto como tratan los judíos sionistas a la cooperante católica española Juana Ruiz?|non-racist
475|475|¿Has oído al Partido Popular y a Vox decir que Ceuta y Melilla no están protegidas por la OTAN? Pablo Casado lo repitió este fin de semana en el cierre de la convención nacional del PP. Aquí te explicamos la situación en la que se encuentran 👇|non-racist
476|476|¿QUÉ HACEN LA HEZQUIERDA Y LOS MEDIOS CÓMPLICES ANTE ESTOS HECHOS QUE ESTÁN SIENDO MUY FRECUENTES? Y LAS #Feministas, ¿QUÉ HACEN CON ESTAS AGRESIONES DE INVASORES DELINCUENTES? #gobiernosocialdelincuente #inmigrantes #delincuentes #bienvenidosabordo|racist
477|477|¿Qué pasó? En todo este dimes y diretes con los vecinos, aquí estamos apoyando al Presidente de la #República, como debe de ser, pero esta medida, de ser cierta me parece inhumana y extrema. Sobrepasa los límites del populismo. Porque, inmigrantes ilegales hay de todas partes. 🙆🏻‍♀️|non-racist
478|478|¿Sorpresa? Esperanza Aguirre y su marido vendieron un Goya inédito por cinco millones sin protegerlo como bien cultural para ahorrarse impuestos a través de @eldiarioes|non-racist
479|479|Árabes apedrean a judíos cerca de la Ciudad Vieja de Jerusalén|non-racist
480|480|“El autor, A. T., de origen magrebí y de 21 años, ha sido detenido.” Hola @IreneMontero fuera chusma de nuestro país y tú con ellos por silenciarlo. #StopInvasión #StopMafias #DeportacionesYa Ojo Canarias con la peste de magrebíes ilegales que azotan a las islas... #SOSCANARIAS|racist
481|481|“En todo el globo se registran unas 70 erupciones anuales entre los 1.500 volcanes que se consideran activos en el mundo”. 🗞️ Echa un ojo a este artículo de @eldiarioes, está lleno de curiosidades: ✔️ ✔️|non-racist
482|482|☪️🇦🇹 #Austria: Los musulmanes denuncian la ley discriminatoria aprobada por el Parlamento Señalaron que no se han dictado normas de este tipo contra ninguna de las otras 16 comunidades religiosas de Austria Lee la nota:|non-racist
483|483|⚠️Atención⚠️ Vuelven los #bulos sobre restaurantes chinos y falsos brotes de #COVID_19 vía @desalambre #FakeNews #Racismo #ContraElOdioCotidiano|non-racist
484|484|⚽ Inauguramos en Albacete el Campeonato El Mundo en Movimiento ➡ Un proyecto de integración a través del deporte 🤝Personas refugiadas en nuestros centros, de 7️⃣ nacionalidades, entrenan desde mayo con jugadores de los clubes @CDIVallecas y La Unión Mislata. @inclusiongob|non-racist
485|485|⛔55 DETENIDOS⛔ TODOS de origen MAGR🤐EB🤫Í ➡️ ROBOS. ➡️ DISTURBIOS. ➡️ AGRESIONES SEXUALES. 🗣️Sólo hay UN PARTIDO que se ENFRENTA de CARA a esta situación SIN COMPLEJOS👇 🇪🇦VOX🇪🇦 ‼️Los demás CALLAN‼️ #LAÑESTÁENPELIGRO 📰 NOTICIA👇|racist
486|486|⛔Dos jóvenes magrebís detenidos tras varios robos en vehículos en Vecindario. #SorteoChampions|racist
487|487|✊ ¡Maldito #karma! Detenido uno de los jueces que defendió la Ley de Violencia de Género․.. por una denuncia de su mujer|non-racist
488|488|✋🏾Delitos de odio en España: el #racismo concentró en 2020 el mayor número de denuncias. 📈En términos generales, la mayor victimización se produce en personas del sexo masculino (59%), y el grupo de edad más victimado es entre los 26 a 40 años (34,3%).|non-racist
489|489|"❗️ #ÚLTIMAHORA | Dos jóvenes magrebíes abusan sexualmente de una chica estadounidense e intentan desnudarla en plena calle tras robarle el móvil y agredir a sus dos amigos. A su país ¡ya! Ribó, Puig y Oltra continuan importando violadores y delincuentes."|racist
490|490|➡️Causas y condenas pendientes. ➡️Detenido hace un mes por 50 robos. ➡️Sin carnet de conducir. 📌Nuestra LEY le permite con todo esto, estar en la calle y casi matar a una persona. 👍👏👏👏👍 🤬España es el paraíso de los DELINCUENTES‼️ #LaÑEstáEnPeligro|racist
491|491|➡️Hospitales saturados y sanitarios sin medios. 👉Mientras en nuestras costas... ➡️Barra libre para la inmigración ilegal. 👉Mientras nuestro gobierno... ➡️Ministerios chiringuitos💰que incitan odio al ROSA. Y ASÍ TODO‼️ #StopInmigraciónIlegal #FeminismoInútil #LaÑEstáEnPeligro|racist
492|492|➡️Los obispos españoles ven “estupendo” que musulmanes, judíos y evangélicos tengan su casilla de la X @prensaCEE @DiocesisBilbao @iglesiaenaragon|non-racist
493|493|🇺🇸🤨¿Lo sabes todo sobre las elecciones de noviembre en Estados Unidos? En @pronostika_ han preparado una Liguilla especial para estar informado sobre la contienda electoral y demostrar tus conocimientos: #EEUUDecide ¡Descárgate la app y únete! 📲|non-racist
494|494|🍅 Echenique dice que la agresión a @MeerRocio es un #bulo: 'Se la pintaron con ketchup'|non-racist
495|495|🎉 Nuestra cofundadora @cjimenezcruz ha sido preseleccionada para recibir el premio mundial “One Young” a periodista joven del año #OYW|non-racist
496|496|🎗️ El Tribunal de Cuentas exige 5,4 millones de euros a los líderes independentistas|non-racist
497|497|👉Emiratos Árabes reduce su jornada laboral… ¿Para qué trabajan tanto los mexicanos? Por: @MiguelAleRivera|non-racist
498|498|👉👉Hungría aprueba la ley que criminaliza la ayuda a inmigrantes ilegales 🇭🇺TIENE UN GOBIERNO CON PANTALONES Q CUIDA SU DEMOCRACIA Y ESTABILIDAD Y LA ONU LO DIFAMAN DE DICTADOR DE EXTREMA DERECHA ASÍ COMO A BOLSONARO TRUMP Y KAST A LOS Q AMMAN SU PATRIA|non-racist
499|499|👮🏻‍♂ Dos detenidos tras una batalla campal entre magrebíes y sudamericanos en el centro de Palma con palos y gas pimienta #Palma #PolicíaNacional #Inmigración|racist
500|500|👮🏻‍♂️ Arrestan a dos magrebíes en Alguazas (Murcia) tras cometer casi una veintena de robos con gran violencia en viviendas #Murcia #Policía #Inmigración|racist
501|501|💥 VÍDEO Aranda de Duero: Una manada de 15 magrebíes linchan a jóvenes que defendieron a unas chicas de su acoso Muy fuerte ⬇⬇⬇|racist
502|502|💬 «Hay que ser antirracista en lo cotidiano», entrevista a Moha Gerehou, autor de “Qué hace un negro como tú en un sitio como este“ 👉 Consulta la entrevista completa en #Reportajes #Racismo #CEAAULA|non-racist
503|503|💰15'8 MILLONES MÁS, para que los FUTUROS DELINCUENTES sigan con el todo incluido en CANARIAS. ⛔Para la HOSTELERÍA, CERO€. 📺Y la SECTARIA TVE vendiendo los estudios de las PRINCESA como un DESPILFARRO. #TVEROJA #GOBIERNOBASURA #LAÑESTÁENPELIGRO|racist
504|504|📌 Ceuta comunica 53 casos en 24 horas y dos fallecidos por ##Covid_19 📌 Murcia informa de 903 nuevos contagios y 11 fallecidos en un día.|non-racist
505|505|📌SEGUNDO POLICÍA AGREDIDO en Zaragoza en menos de 24h🤬 ⭕Producto de la legislación PROGRE, la AUTORIDAD que te PROTEJE, desaparece y TU SEGURIDAD y la de tu FAMILIA, también. ➡️30.000 entradas ilegales en lo que va de año. 🔥Sigamos jugando con fuego🔥 #LaÑEstáEnPeligro|racist
506|506|📌Son sus costumbres. 📌Vienen los mejores. #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro #LevantandoEspaña|racist
507|507|📌Tienen bien aprendida la lección 👇 LOS ESPAÑOLES SON TONTOS y nos mantienen. ☝️Una muestra más de que vienen a integrarse🤬 🚙Mercedes de paguita o de droguita? 🤔 #LaÑEstáEnPeligro|racist
508|508|📍Las Raíces, TENERIFE. 💰Millones de € de nuestros bolsillos en plena crisis, para mantener a esta lacra de delincuentes que no quieren en su país. ➡️ Ni una sola mujer, ancian@, niñ@s pequeños, solo hombres... #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña|racist
509|509|🔪🔥 El multiculturalismo es el negocio de la izquierda y el separatismo. La delincuencia derivada de sus políticas de fronteras abiertas la pagan los catalanes en sus barrios. Queremos una #CataluñaLibre de delincuentes 💪🇪🇸|racist
510|510|🔴 Barcelona 5 individuos de origen extranjero agreden a un hombre en Barcelona para robarle el reloj. Ya están detenidos por los Mossos.|racist
511|511|🔴 Cambian de centro a niños autistas de Cartagena para alojar a ilegales con Coronavirus que han asaltado nuestras fronteras. Para el consenso progre, los ilegales primero. Los españoles después.|non-racist
512|512|🔴 Dos clientes de origen marroquí de un chiringuito de El Palo, Málaga, agreden a los trabajadores cuando les pidieron que se pusieran la camiseta. Fueron detenidos. CasosAislados|racist
513|513|🔴 El Gobierno aloja gratis a cuatro ilegales marroquíes en un hotel y violan a una mujer en grupo|racist
514|514|🗣️Dos MARROQUÍES con un KALASHNIKOV simulado. Seguramente lo tenían para buscar TRABAJO y pagar nuestras PENSIONES y tal.... 🤦🏻‍♂️ #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña|racist
515|515|🗣️Este año llevamos más de 30.000 mil entradas ilegales, casi todos HOMBRES, MACHISTAS y muy probablemente DELINCUENTES. 📌Mientras, en el ministerio de IGUALDAD se siguen FROTANDO las MANOS al grito de 👇 ‼️Larga vida a los CHIRINGUITOS‼️ #LaÑEstáEnPeligro|racist
516|516|🗳️ ¿Qué es la disciplina de voto? ¿Cómo la regulan los partidos? ¿Qué diputados se la saltaron antes? Te lo explicamos aquí 👇|non-racist
517|517|"🚔 @_patricia_rueda denuncia la brutal paliza de un magrebí contra un policía en Zaragoza y exige mayor autoridad para los agentes ⤵ ""No podemos tolerar más delitos, más agresiones y más faltas de respeto. A los delincuentes se les puede hacer frente sin ningún temor""."|racist
518|518|🚨Detenidos seis menores magrebíes por encerrar y amenazar a dos cuidadoras de un centro de acogida en Fuerteventura|racist
519|519|🚨🚨🚨 Los españoles están sufriendo una llegada de ilegales a nuestras costas, muchos contagiados, sin precedentes y la Guardia Civil está desbordada. Si el Gobierno no moviliza a la Armada Naval, en cualquier momento puede suceder una tragedia. #MotivosParaLaMoción|non-racist
520|520|🤣🤣🤣🤣🤣Que Buena Dupla de #Karen y #Pinilla sobre todo mauricio con ese enterito le queda un poco apretado 🤣🤣👏👏🌈🌈me encantan muy buen panorama de tv en dia sabado 👏🤣🌈👍😍🤡🎪🎪 #ZonaDeEncuentrosEnTVN|non-racist
521|521|🤬En libertad con cargos un MARROQ🤫 con ANTECEDENTES que ATRACÓ a una mujer con 80 años. 📌 Son COBARDES y VIOLENTOS con los más DESPROTEGIDOS. ‼️NO VIENEN A PAGAR PENSIONES, VIENEN A DELINQUIR‼️ ‼️A VER SÍ NOS ENTERAMOS‼️ #StopInmigraciónIlegal #LAÑESTÁENPELIGRO|racist
522|522|🤬🤬🤬🤬🤬🤬🤬🤬🤬 Dos magrebíes abusan sexualmente de una joven en una céntrica plaza de Valencia|racist
